tca	ncbi	ko	tcapathway	tcapathname
656287	XP_967921	K01148	tca03018	RNA degradation - Tribolium castaneum (red flour beetle)
656288	XP_015838551	K24228		
656289	XP_967923	K18184		
656290	XP_967924			
656292	XP_008197970	K16449		
656293	XP_008198182	K06571		
656294	XP_967927	K22375		
656295	XP_015839256	K00280		
656296	XP_967929			
656297	XP_008199095	K09100		
656298	XP_008199224	K17095		
656299	XP_008199297	K24387	tca03083	Polycomb repressive complex - Tribolium castaneum (red flour beetle)
656300	XP_008199307	K24630		
656301	XP_015833538	K10408	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
656302	XP_967935			
656303	XP_967936	K02953	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
656304	XP_967937	K02971	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
656305	XP_967938	K12848	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
656306	XP_008199996	K15001		
656308	XP_967940	K23501		
656309	XP_967941	K08794		
656310	XP_976180			
656311	XP_008200076	K11152	tca00830	Retinol metabolism - Tribolium castaneum (red flour beetle)
656311	XP_008200076	K11152	tca01100	
656311	XP_008200076	K11152	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
656312	XP_976181	K23168		
656313	NP_001306191	K00507	tca01040	Biosynthesis of unsaturated fatty acids - Tribolium castaneum (red flour beetle)
656313	NP_001306191	K00507	tca01100	
656313	NP_001306191	K00507	tca01212	Fatty acid metabolism - Tribolium castaneum (red flour beetle)
656314	XP_015839883	K20053		
656316	XP_967946	K15296		
656317	XP_967947	K10755	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
656317	XP_967947	K10755	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
656317	XP_967947	K10755	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
656317	XP_967947	K10755	tca03430	Mismatch repair - Tribolium castaneum (red flour beetle)
656318	XP_966504	K13247	tca00040	Pentose and glucuronate interconversions - Tribolium castaneum (red flour beetle)
656318	XP_966504	K13247	tca01100	
656319	XP_015838454	K12842	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
656320	XP_008200676			
656322	XP_967954	K10776	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
656324	XP_967956	K06013	tca00900	Terpenoid backbone biosynthesis - Tribolium castaneum (red flour beetle)
656325	XP_008198633			
656326	XP_967958	K00411	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
656326	XP_967958	K00411	tca01100	
656326	XP_967958	K00411	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
656327	XP_967959	K02155	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
656327	XP_967959	K02155	tca01100	
656327	XP_967959	K02155	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
656327	XP_967959	K02155	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00010	Glycolysis / Gluconeogenesis - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00053	Ascorbate and aldarate metabolism - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00071	Fatty acid degradation - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00280	Valine, leucine and isoleucine degradation - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00330	Arginine and proline metabolism - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00340	Histidine metabolism - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00380	Tryptophan metabolism - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00410	beta-Alanine metabolism - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00561	Glycerolipid metabolism - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00770	Pantothenate and CoA biosynthesis - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca00981	Insect hormone biosynthesis - Tribolium castaneum (red flour beetle)
656328	XP_967960	K00128	tca01100	
656328	XP_967960	K00128	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
656329	XP_967961	K07765	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
656330	XP_967962	K17268		
656332	XP_008190644			
656333	XP_008190774	K16745		
656334	XP_967966			
656335	XP_967967	K03652	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
656336	XP_008191220	K10398	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
656338	XP_008191353			
656339	XP_967971	K11108	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
656340	XP_015834078			
656342	XP_008199350	K02326	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
656342	XP_008199350	K02326	tca03082	ATP-dependent chromatin remodeling - Tribolium castaneum (red flour beetle)
656342	XP_008199350	K02326	tca03410	Base excision repair - Tribolium castaneum (red flour beetle)
656342	XP_008199350	K02326	tca03420	Nucleotide excision repair - Tribolium castaneum (red flour beetle)
656344	XP_967976	K03063	tca03050	Proteasome - Tribolium castaneum (red flour beetle)
656345	XP_008192422	K14616		
656346	XP_967978			
656347	XP_008193006			
656348	NP_001107822	K03209	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
656348	NP_001107822	K03209	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
656348	NP_001107822	K03209	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
656349	XP_008193392			
656350	XP_976183			
656351	XP_015836164			
656352	XP_008193915	K02938	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
656353	XP_008193999	K15162		
656355	XP_967986	K01053	tca00030	Pentose phosphate pathway - Tribolium castaneum (red flour beetle)
656355	XP_967986	K01053	tca00053	Ascorbate and aldarate metabolism - Tribolium castaneum (red flour beetle)
656355	XP_967986	K01053	tca01100	
656355	XP_967986	K01053	tca01200	Carbon metabolism - Tribolium castaneum (red flour beetle)
656355	XP_967986	K01053	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
656356	XP_967987	K03671		
656357	XP_008194721	K10875	tca03440	Homologous recombination - Tribolium castaneum (red flour beetle)
656358	XP_008194929	K16676	tca04391	Hippo signaling pathway - fly - Tribolium castaneum (red flour beetle)
656359	XP_008194997			
656360	XP_008196254	K15791	tca00310	Lysine degradation - Tribolium castaneum (red flour beetle)
656360	XP_008196254	K15791	tca00380	Tryptophan metabolism - Tribolium castaneum (red flour beetle)
656360	XP_008196254	K15791	tca00785	Lipoic acid metabolism - Tribolium castaneum (red flour beetle)
656360	XP_008196254	K15791	tca01100	
656360	XP_008196254	K15791	tca01210	2-Oxocarboxylic acid metabolism - Tribolium castaneum (red flour beetle)
656361	XP_015836716	K21456	tca00270	Cysteine and methionine metabolism - Tribolium castaneum (red flour beetle)
656361	XP_015836716	K21456	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
656361	XP_015836716	K21456	tca01100	
656361	XP_015836716	K21456	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
656362	XP_967993	K22069		
656363	XP_008195383	K19952		
656364	XP_967995	K10310		
656365	XP_967996	K23727	tca00600	Sphingolipid metabolism - Tribolium castaneum (red flour beetle)
656365	XP_967996	K23727	tca01100	
656366	XP_008196458	K08193		
656367	XP_967998	K26232		
656368	XP_008196711			
656369	XP_968000	K17256		
656370	XP_968001	K26159		
656371	XP_015838445			
656373	XP_008197799	K01021		
656375	XP_968005			
656376	XP_008198451	K08291	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
656376	XP_008198451	K08291	tca04341	Hedgehog signaling pathway - fly - Tribolium castaneum (red flour beetle)
656377	XP_968007			
656378	XP_968008	K22070		
656379	XP_008199227	K06174		
656380	XP_968010	K14305	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
656381	XP_968011	K06675		
656383	XP_008199607	K17586		
656384	XP_968014			
656387	XP_008192904			
656388	XP_968017	K12857	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
656389	XP_008199834			
656390	XP_008199875			
656391	NP_001159380	K04834		
656392	XP_968021			
656393	NP_001164144	K04703		
656394	XP_968023	K18423	tca03013	Nucleocytoplasmic transport - Tribolium castaneum (red flour beetle)
656395	NP_001308589	K00507	tca01040	Biosynthesis of unsaturated fatty acids - Tribolium castaneum (red flour beetle)
656395	NP_001308589	K00507	tca01100	
656395	NP_001308589	K00507	tca01212	Fatty acid metabolism - Tribolium castaneum (red flour beetle)
656396	XP_008200394	K09389		
656397	XP_968026	K10146	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
656398	XP_008194254	K07189		
656399	XP_968028	K07739		
656400	XP_008195583	K24456		
656401	XP_008197241	K01527	tca04214	Apoptosis - fly - Tribolium castaneum (red flour beetle)
656402	XP_008198519	K00750	tca00500	Starch and sucrose metabolism - Tribolium castaneum (red flour beetle)
656402	XP_008198519	K00750	tca01100	
656403	NP_001159381	K04834		
656404	XP_008200824	K20798		
656405	XP_008200636			
656406	XP_008197787	K13356	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
656407	XP_008198819			
656408	XP_008198904	K09488		
656409	XP_968035	K00914	tca00562	Inositol phosphate metabolism - Tribolium castaneum (red flour beetle)
656409	XP_968035	K00914	tca01100	
656409	XP_968035	K00914	tca04070	Phosphatidylinositol signaling system - Tribolium castaneum (red flour beetle)
656409	XP_968035	K00914	tca04136	Autophagy - other - Tribolium castaneum (red flour beetle)
656409	XP_968035	K00914	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
656409	XP_968035	K00914	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
656410	XP_968036			
656412	XP_008190394	K15980		
656413	XP_968039	K23663		
656414	XP_015833094	K08816		
656415	XP_008191068	K15608		
656416	XP_968042	K02883	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
656417	XP_008191167			
656418	XP_968044			
656419	XP_015833931	K26680		
656420	XP_008191395	K12663	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
656421	XP_968047	K11857		
656422	XP_008199358	K10641		
656423	XP_008191524	K04456	tca04068	FoxO signaling pathway - Tribolium castaneum (red flour beetle)
656423	XP_008191524	K04456	tca04140	Autophagy - animal - Tribolium castaneum (red flour beetle)
656423	XP_008191524	K04456	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
656423	XP_008191524	K04456	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
656424	XP_968050	K01001	tca00510	N-Glycan biosynthesis - Tribolium castaneum (red flour beetle)
656424	XP_968050	K01001	tca01100	
656425	XP_015834670	K21643		
656427	XP_008192425	K02156	tca04320	Dorso-ventral axis formation - Tribolium castaneum (red flour beetle)
656428	XP_008192993			
656429	NP_001164137	K00445	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
656429	NP_001164137	K00445	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
656430	XP_968056	K09411		
656431	XP_968057	K00734	tca00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Tribolium castaneum (red flour beetle)
656431	XP_968057	K00734	tca00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Tribolium castaneum (red flour beetle)
656431	XP_968057	K00734	tca01100	
656432	XP_968058			
656434	XP_968060	K10744	tca03030	DNA replication - Tribolium castaneum (red flour beetle)
656435	XP_008194231	K17086		
656436	XP_968062			
656437	XP_008194460	K24768		
656438	XP_968064	K02984	tca03010	Ribosome - Tribolium castaneum (red flour beetle)
656441	NP_001164133	K13885	tca03272	Virion - Hepatitis viruses - Tribolium castaneum (red flour beetle)
656441	NP_001164133	K13885	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
656443	XP_008196257	K14648		
656444	XP_008195090	K21456	tca00270	Cysteine and methionine metabolism - Tribolium castaneum (red flour beetle)
656444	XP_008195090	K21456	tca00480	Glutathione metabolism - Tribolium castaneum (red flour beetle)
656444	XP_008195090	K21456	tca01100	
656444	XP_008195090	K21456	tca01240	Biosynthesis of cofactors - Tribolium castaneum (red flour beetle)
656445	XP_968071	K14544	tca03008	Ribosome biogenesis in eukaryotes - Tribolium castaneum (red flour beetle)
656446	XP_968072	K11271		
656447	XP_976190			
656448	XP_976191			
656449	XP_968073	K23727	tca00600	Sphingolipid metabolism - Tribolium castaneum (red flour beetle)
656449	XP_968073	K23727	tca01100	
656450	XP_008196461	K00685		
656451	XP_968075	K03283	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
656451	XP_968075	K03283	tca04141	Protein processing in endoplasmic reticulum - Tribolium castaneum (red flour beetle)
656451	XP_968075	K03283	tca04144	Endocytosis - Tribolium castaneum (red flour beetle)
656451	XP_968075	K03283	tca04213	Longevity regulating pathway - multiple species - Tribolium castaneum (red flour beetle)
656452	XP_015838087	K12311	tca00511	Other glycan degradation - Tribolium castaneum (red flour beetle)
656452	XP_015838087	K12311	tca04142	Lysosome - Tribolium castaneum (red flour beetle)
656453	NP_001153726	K00049	tca00260	Glycine, serine and threonine metabolism - Tribolium castaneum (red flour beetle)
656453	NP_001153726	K00049	tca00620	Pyruvate metabolism - Tribolium castaneum (red flour beetle)
656453	NP_001153726	K00049	tca00630	Glyoxylate and dicarboxylate metabolism - Tribolium castaneum (red flour beetle)
656453	NP_001153726	K00049	tca01100	
656454	XP_008197189			
656455	XP_976192			
656456	XP_968079			
656457	XP_008195989			
656458	XP_968081			
656459	XP_008199099	K01262		
656460	XP_968083	K09548		
656461	XP_968084			
656462	XP_968085	K12867	tca03040	Spliceosome - Tribolium castaneum (red flour beetle)
656463	XP_968086	K04798		
656464	XP_976193			
656465	XP_015838562			
656466	XP_968088	K01904	tca00130	Ubiquinone and other terpenoid-quinone biosynthesis - Tribolium castaneum (red flour beetle)
656466	XP_968088	K01904	tca01100	
656467	XP_008199690	K08707		
656468	XP_968090			
656470	XP_008196798			
656471	XP_968093			
656472	XP_008199877	K20353		
656473	XP_008200040	K23969		
656475	XP_968097	K15178		
656476	XP_008200131	K10395	tca04814	Motor proteins - Tribolium castaneum (red flour beetle)
656477	XP_008200193	K08776		
656478	NP_001306192	K00507	tca01040	Biosynthesis of unsaturated fatty acids - Tribolium castaneum (red flour beetle)
656478	NP_001306192	K00507	tca01100	
656478	NP_001306192	K00507	tca01212	Fatty acid metabolism - Tribolium castaneum (red flour beetle)
656479	XP_015835558	K04950		
656480	XP_968102			
656483	XP_968103	K17584		
656484	XP_966498	K10707		
656485	XP_008192785	K06269	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
656486	XP_008199848	K05850		
656487	XP_968106	K03945	tca00190	Oxidative phosphorylation - Tribolium castaneum (red flour beetle)
656487	XP_968106	K03945	tca01100	
656488	XP_008200825			
656489	XP_968108			
656490	XP_968109			
656491	XP_008197791	K13356	tca04146	Peroxisome - Tribolium castaneum (red flour beetle)
656492	XP_968111	K23538		
656493	XP_015840540	K04392	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
656493	XP_015840540	K04392	tca04145	Phagosome - Tribolium castaneum (red flour beetle)
656493	XP_015840540	K04392	tca04148	Efferocytosis - Tribolium castaneum (red flour beetle)
656493	XP_015840540	K04392	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
656494	XP_968113			
656495	XP_008190340	K25857		
656496	XP_008190395	K04497	tca04013	MAPK signaling pathway - fly - Tribolium castaneum (red flour beetle)
656496	XP_008190395	K04497	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
656496	XP_008190395	K04497	tca04330	Notch signaling pathway - Tribolium castaneum (red flour beetle)
656497	XP_968116	K25168		
656498	XP_968117	K14401	tca03015	mRNA surveillance pathway - Tribolium castaneum (red flour beetle)
656499	XP_008190828	K02375	tca04150	mTOR signaling pathway - Tribolium castaneum (red flour beetle)
656499	XP_008190828	K02375	tca04310	Wnt signaling pathway - Tribolium castaneum (red flour beetle)
656500	XP_968119	K14830		
